lat,lon,bb_678
37.6875,-122.52083,0.015610002
37.6875,-122.39583,0.029065005
37.6875,-122.354164,0.02995
37.6875,-122.3125,0.031130001
37.6875,-122.27083,0.033665
37.6875,-122.229164,0.034715004
37.6875,-122.1875,0.03514
37.645832,-122.979164,0.0033150017
37.645832,-122.9375,0.003794998
37.645832,-122.89583,0.004254997
37.645832,-122.854164,0.004940003
37.645832,-122.8125,0.00573501
37.645832,-122.77083,0.006284997
37.645832,-122.729164,0.0072100013
37.645832,-122.6875,0.008095011
37.645832,-122.64583,0.009314999
37.645832,-122.604164,0.010949999
37.645832,-122.5625,0.012930006
37.645832,-122.52083,0.014785007
37.645832,-122.479164,0.015940003
37.645832,-122.39583,0.030395001
37.645832,-122.354164,0.030395001
37.645832,-122.3125,0.032705
37.645832,-122.27083,0.033105
37.645832,-122.229164,0.033305004
37.645832,-122.1875,0.03406
37.645832,-122.14583,0.03406
37.604164,-123.02083,0.0033250004
37.604164,-122.979164,0.0037550032
37.604164,-122.9375,0.003969997
37.604164,-122.89583,0.00415501
37.604164,-122.854164,0.004580006
37.604164,-122.8125,0.0049050003
37.604164,-122.77083,0.005670011
37.604164,-122.729164,0.006375
37.604164,-122.6875,0.0072050095
37.604164,-122.64583,0.00884001
37.604164,-122.604164,0.009690002
37.604164,-122.5625,0.011655003
37.604164,-122.52083,0.0133949965
37.604164,-122.354164,0.031945005
37.604164,-122.3125,0.032365
37.604164,-122.27083,0.033190005
37.604164,-122.229164,0.033735
37.604164,-122.1875,0.034205005
37.604164,-122.14583,0.034360006
37.5625,-123.0625,0.0031149983
37.5625,-123.02083,0.0033250004
37.5625,-122.979164,0.0035250038
37.5625,-122.9375,0.0038350075
37.5625,-122.89583,0.0044099987
37.5625,-122.854164,0.004574999
37.5625,-122.8125,0.004790008
37.5625,-122.77083,0.0050799996
37.5625,-122.729164,0.005525008
37.5625,-122.6875,0.0067249984
37.5625,-122.64583,0.007400006
37.5625,-122.604164,0.008465007
37.5625,-122.5625,0.009825006
37.5625,-122.52083,0.01207
37.5625,-122.479164,0.01207
37.5625,-122.27083,0.033490002
37.5625,-122.229164,0.033675
37.5625,-122.1875,0.0344
37.5625,-122.14583,0.036315
37.520832,-123.104164,0.0026199967
37.520832,-123.0625,0.0029900074
37.520832,-123.02083,0.003370002
37.520832,-122.979164,0.0035450011
37.520832,-122.9375,0.00376001
37.520832,-122.89583,0.0039550066
37.520832,-122.854164,0.004150003
37.520832,-122.8125,0.004335001
37.520832,-122.77083,0.0049600005
37.520832,-122.729164,0.0054150075
37.520832,-122.6875,0.005860001
37.520832,-122.64583,0.0063550025
37.520832,-122.604164,0.00703001
37.520832,-122.5625,0.009035006
37.520832,-122.52083,0.009210005
37.520832,-122.479164,0.020095006
37.520832,-122.229164,0.035880007
37.520832,-122.1875,0.035880007
37.520832,-122.14583,0.039915003
37.520832,-122.104164,0.040175006
37.479164,-123.14583,0.0023300052
37.479164,-123.104164,0.002700001
37.479164,-123.0625,0.0032600015
37.479164,-123.02083,0.0034950078
37.479164,-122.979164,0.0036500096
37.479164,-122.9375,0.0037399977
37.479164,-122.89583,0.0038100034
37.479164,-122.854164,0.004244998
37.479164,-122.8125,0.00460501
37.479164,-122.77083,0.0049050003
37.479164,-122.729164,0.005095005
37.479164,-122.6875,0.005220011
37.479164,-122.64583,0.0057149976
37.479164,-122.604164,0.006219998
37.479164,-122.5625,0.006734997
37.479164,-122.52083,0.0074850023
37.479164,-122.479164,0.012535006
37.479164,-122.4375,0.012535006
37.479164,-122.14583,0.044870004
37.479164,-122.104164,0.044870004
37.479164,-122.0625,0.044870004
37.4375,-123.14583,0.0024800003
37.4375,-123.104164,0.0028750002
37.4375,-123.0625,0.0033150017
37.4375,-123.02083,0.003700003
37.4375,-122.979164,0.0038750023
37.4375,-122.9375,0.0038049966
37.4375,-122.89583,0.0038350075
37.4375,-122.854164,0.0039000064
37.4375,-122.8125,0.0040450096
37.4375,-122.77083,0.004435003
37.4375,-122.729164,0.0046200007
37.4375,-122.6875,0.0046900064
37.4375,-122.64583,0.0047850013
37.4375,-122.604164,0.00494501
37.4375,-122.5625,0.0053800046
37.4375,-122.52083,0.006255001
37.4375,-122.479164,0.007795006
37.4375,-122.4375,0.01083
37.395832,-123.1875,0.0021900088
37.395832,-123.14583,0.002489999
37.395832,-123.104164,0.0028750002
37.395832,-123.0625,0.0033100098
37.395832,-123.02083,0.003395006
37.395832,-122.979164,0.0033600032
37.395832,-122.9375,0.0032950044
37.395832,-122.89583,0.0032600015
37.395832,-122.854164,0.0033300072
37.395832,-122.8125,0.0036849976
37.395832,-122.77083,0.0040850043
37.395832,-122.729164,0.004330009
37.395832,-122.6875,0.004430011
37.395832,-122.64583,0.0044199973
37.395832,-122.604164,0.0047200024
37.395832,-122.5625,0.0048000067
37.395832,-122.52083,0.0053500086
37.395832,-122.479164,0.006455004
37.395832,-122.4375,0.0106649995
37.395832,-122.39583,0.0106649995
37.354164,-123.229164,0.0020450056
37.354164,-123.1875,0.0021150112
37.354164,-123.14583,0.0022900105
37.354164,-123.104164,0.0026199967
37.354164,-123.0625,0.0028299987
37.354164,-123.02083,0.0028350055
37.354164,-122.979164,0.0028050095
37.354164,-122.9375,0.0028250068
37.354164,-122.89583,0.002850011
37.354164,-122.854164,0.002880007
37.354164,-122.8125,0.0030400008
37.354164,-122.77083,0.003334999
37.354164,-122.729164,0.003790006
37.354164,-122.6875,0.0040550083
37.354164,-122.64583,0.0039950013
37.354164,-122.604164,0.0041950047
37.354164,-122.5625,0.004490003
37.354164,-122.52083,0.0046600103
37.354164,-122.479164,0.006490007
37.354164,-122.4375,0.0076050013
37.354164,-122.39583,0.0095100105
37.3125,-123.27083,0.0020200014
37.3125,-123.229164,0.00212501
37.3125,-123.1875,0.00212501
37.3125,-123.14583,0.0021950006
37.3125,-123.104164,0.0022550076
37.3125,-123.0625,0.0022799969
37.3125,-123.02083,0.0022699982
37.3125,-122.979164,0.0023200065
37.3125,-122.9375,0.0022900105
37.3125,-122.89583,0.0023550093
37.3125,-122.854164,0.0024800003
37.3125,-122.8125,0.0026500076
37.3125,-122.77083,0.0030149966
37.3125,-122.729164,0.0034350008
37.3125,-122.6875,0.0037500113
37.3125,-122.64583,0.003969997
37.3125,-122.604164,0.0041100085
37.3125,-122.5625,0.004435003
37.3125,-122.52083,0.0047700107
37.3125,-122.479164,0.0056200027
37.3125,-122.4375,0.0067149997
37.3125,-122.39583,0.013439998
37.3125,-122.354164,0.013439998
37.270832,-123.27083,0.0019500107
37.270832,-123.229164,0.0019550025
37.270832,-123.1875,0.0019650012
37.270832,-123.14583,0.0019650012
37.270832,-123.104164,0.001970008
37.270832,-123.0625,0.0020700097
37.270832,-123.02083,0.0022100061
37.270832,-122.979164,0.0022599995
37.270832,-122.9375,0.0022500008
37.270832,-122.89583,0.0022049993
37.270832,-122.854164,0.002334997
37.270832,-122.8125,0.002515003
37.270832,-122.77083,0.0027350038
37.270832,-122.729164,0.003000006
37.270832,-122.6875,0.0033250004
37.270832,-122.64583,0.0037399977
37.270832,-122.604164,0.003820002
37.270832,-122.5625,0.004065007
37.270832,-122.52083,0.004435003
37.270832,-122.479164,0.0049900115
37.270832,-122.4375,0.007854998
37.270832,-122.39583,0.007854998
37.229164,-123.3125,0.0018649995
37.229164,-123.27083,0.0018299967
37.229164,-123.229164,0.0018350035
37.229164,-123.1875,0.0019450039
37.229164,-123.14583,0.0019150078
37.229164,-123.104164,0.0020350069
37.229164,-123.0625,0.0021950006
37.229164,-123.02083,0.0023450106
37.229164,-122.979164,0.0024200082
37.229164,-122.9375,0.0023149997
37.229164,-122.89583,0.0022799969
37.229164,-122.854164,0.002305001
37.229164,-122.8125,0.0024150014
37.229164,-122.77083,0.0026500076
37.229164,-122.729164,0.0028650016
37.229164,-122.6875,0.0032000095
37.229164,-122.64583,0.003519997
37.229164,-122.604164,0.0038300008
37.229164,-122.5625,0.0042950064
37.229164,-122.52083,0.0046200007
37.229164,-122.479164,0.0058349967
37.229164,-122.4375,0.0066599995
37.229164,-122.39583,0.007615
37.1875,-123.354164,0.001850009
37.1875,-123.3125,0.0018400103
37.1875,-123.27083,0.0018550009
37.1875,-123.229164,0.0018700063
37.1875,-123.1875,0.001880005
37.1875,-123.14583,0.0019550025
37.1875,-123.104164,0.0020200014
37.1875,-123.0625,0.00203
37.1875,-123.02083,0.002334997
37.1875,-122.979164,0.002365008
37.1875,-122.9375,0.0022850037
37.1875,-122.89583,0.0022249967
37.1875,-122.854164,0.002305001
37.1875,-122.8125,0.0024650097
37.1875,-122.77083,0.002455011
37.1875,-122.729164,0.002580002
37.1875,-122.6875,0.0028000027
37.1875,-122.64583,0.0030499995
37.1875,-122.604164,0.0035300106
37.1875,-122.5625,0.0037550032
37.1875,-122.52083,0.004215002
37.1875,-122.479164,0.004975006
37.1875,-122.4375,0.0065750033
37.1875,-122.39583,0.0088
37.1875,-122.354164,0.014225006
37.145832,-123.39583,0.0017950088
37.145832,-123.354164,0.001760006
37.145832,-123.3125,0.0017350018
37.145832,-123.27083,0.0017150044
37.145832,-123.229164,0.0017150044
37.145832,-123.1875,0.0017649978
37.145832,-123.14583,0.0018700063
37.145832,-123.104164,0.0019849986
37.145832,-123.0625,0.0019600093
37.145832,-123.02083,0.001975
37.145832,-122.979164,0.0020350069
37.145832,-122.9375,0.0021599978
37.145832,-122.89583,0.0022799969
37.145832,-122.854164,0.002334997
37.145832,-122.8125,0.0023300052
37.145832,-122.77083,0.002365008
37.145832,-122.729164,0.0024999976
37.145832,-122.6875,0.002580002
37.145832,-122.64583,0.0027050078
37.145832,-122.604164,0.0028250068
37.145832,-122.5625,0.0030499995
37.145832,-122.52083,0.0035099983
37.145832,-122.479164,0.004460007
37.145832,-122.4375,0.0055000037
37.145832,-122.39583,0.0063849986
37.145832,-122.354164,0.0077449977
37.104164,-123.39583,0.0017700046
37.104164,-123.354164,0.0017099977
37.104164,-123.3125,0.0016600043
37.104164,-123.27083,0.0016600043
37.104164,-123.229164,0.0017200112
37.104164,-123.1875,0.0017750114
37.104164,-123.14583,0.0019000024
37.104164,-123.104164,0.0019650012
37.104164,-123.0625,0.001970008
37.104164,-123.02083,0.0019350052
37.104164,-122.979164,0.0019500107
37.104164,-122.9375,0.0021049976
37.104164,-122.89583,0.0022249967
37.104164,-122.854164,0.0022650063
37.104164,-122.8125,0.0022300035
37.104164,-122.77083,0.002365008
37.104164,-122.729164,0.0023850054
37.104164,-122.6875,0.002425
37.104164,-122.64583,0.0024700016
37.104164,-122.604164,0.0025200099
37.104164,-122.5625,0.002695009
37.104164,-122.52083,0.0031100065
37.104164,-122.479164,0.0035400093
37.104164,-122.4375,0.004185006
37.104164,-122.39583,0.005185008
37.104164,-122.354164,0.0074850023
37.104164,-122.3125,0.0069950074
37.104164,-122.27083,0.0064499974
37.0625,-123.4375,0.0017150044
37.0625,-123.39583,0.0016400069
37.0625,-123.354164,0.0016200095
37.0625,-123.3125,0.0016500056
37.0625,-123.27083,0.0016549975
37.0625,-123.229164,0.0017850101
37.0625,-123.1875,0.0018649995
37.0625,-123.14583,0.0019350052
37.0625,-123.104164,0.001970008
37.0625,-123.0625,0.0019450039
37.0625,-123.02083,0.0019399971
37.0625,-122.979164,0.001970008
37.0625,-122.9375,0.0020250082
37.0625,-122.89583,0.0020850003
37.0625,-122.854164,0.0020750016
37.0625,-122.8125,0.0022900105
37.0625,-122.77083,0.0024100095
37.0625,-122.729164,0.0024349988
37.0625,-122.6875,0.002395004
37.0625,-122.64583,0.0024349988
37.0625,-122.604164,0.002455011
37.0625,-122.5625,0.002550006
37.0625,-122.52083,0.0026649982
37.0625,-122.479164,0.0028150082
37.0625,-122.4375,0.0033500046
37.0625,-122.39583,0.0041450113
37.0625,-122.354164,0.005130008
37.0625,-122.3125,0.0059349984
37.0625,-122.27083,0.00658001
37.0625,-121.14583,0.034940004
37.0625,-121.104164,0.034940004
37.020832,-123.479164,0.0015899986
37.020832,-123.4375,0.0016200095
37.020832,-123.39583,0.0016449988
37.020832,-123.354164,0.0016300082
37.020832,-123.3125,0.0016950071
37.020832,-123.27083,0.0017750114
37.020832,-123.229164,0.0018649995
37.020832,-123.1875,0.0019450039
37.020832,-123.14583,0.0019500107
37.020832,-123.104164,0.001970008
37.020832,-123.0625,0.0020250082
37.020832,-123.02083,0.002094999
37.020832,-122.979164,0.0021400005
37.020832,-122.9375,0.0021450073
37.020832,-122.89583,0.0021450073
37.020832,-122.854164,0.0022000074
37.020832,-122.8125,0.0022799969
37.020832,-122.77083,0.0023600012
37.020832,-122.729164,0.0024449974
37.020832,-122.6875,0.0024000108
37.020832,-122.64583,0.002365008
37.020832,-122.604164,0.0023600012
37.020832,-122.5625,0.0024100095
37.020832,-122.52083,0.0023600012
37.020832,-122.479164,0.002515003
37.020832,-122.4375,0.002939999
37.020832,-122.39583,0.0034400076
37.020832,-122.354164,0.0037100017
37.020832,-122.3125,0.0045000017
37.020832,-122.27083,0.00519
37.020832,-122.229164,0.0056800097
37.020832,-122.1875,0.0031450093
36.979164,-123.479164,0.0015550107
36.979164,-123.4375,0.0016050041
36.979164,-123.39583,0.0016100109
36.979164,-123.354164,0.0016750097
36.979164,-123.3125,0.001760006
36.979164,-123.27083,0.0018450022
36.979164,-123.229164,0.001975
36.979164,-123.1875,0.0020050108
36.979164,-123.14583,0.0020050108
36.979164,-123.104164,0.002000004
36.979164,-123.0625,0.0020150095
36.979164,-123.02083,0.001975
36.979164,-122.979164,0.0020150095
36.979164,-122.9375,0.0020350069
36.979164,-122.89583,0.0020800084
36.979164,-122.854164,0.00218001
36.979164,-122.8125,0.0022200048
36.979164,-122.77083,0.002245009
36.979164,-122.729164,0.0022799969
36.979164,-122.6875,0.0022950023
36.979164,-122.64583,0.0022500008
36.979164,-122.604164,0.0022049993
36.979164,-122.5625,0.0022650063
36.979164,-122.52083,0.0023300052
36.979164,-122.479164,0.0024500042
36.979164,-122.4375,0.0026600063
36.979164,-122.39583,0.0027700067
36.979164,-122.354164,0.0030850023
36.979164,-122.3125,0.0034750104
36.979164,-122.27083,0.0039599985
36.979164,-122.229164,0.0046550035
36.979164,-122.1875,0.006345004
36.979164,-122.14583,0.006370008
36.979164,-121.9375,0.010770008
36.979164,-121.89583,0.010770008
36.9375,-123.52083,0.0015899986
36.9375,-123.479164,0.0015999973
36.9375,-123.4375,0.0016350001
36.9375,-123.39583,0.001665011
36.9375,-123.354164,0.0016750097
36.9375,-123.3125,0.0016850084
36.9375,-123.27083,0.0018400103
36.9375,-123.229164,0.0019250065
36.9375,-123.1875,0.0019600093
36.9375,-123.14583,0.0019500107
36.9375,-123.104164,0.0018700063
36.9375,-123.0625,0.0018649995
36.9375,-123.02083,0.0018849969
36.9375,-122.979164,0.0019199997
36.9375,-122.9375,0.0019600093
36.9375,-122.89583,0.002065003
36.9375,-122.854164,0.0021700114
36.9375,-122.8125,0.00218001
36.9375,-122.77083,0.0021700114
36.9375,-122.729164,0.00218001
36.9375,-122.6875,0.00212501
36.9375,-122.64583,0.0022100061
36.9375,-122.604164,0.0022200048
36.9375,-122.5625,0.0022300035
36.9375,-122.52083,0.0022650063
36.9375,-122.479164,0.0023149997
36.9375,-122.4375,0.0024100095
36.9375,-122.39583,0.0026199967
36.9375,-122.354164,0.0027700067
36.9375,-122.3125,0.00282
36.9375,-122.27083,0.0034950078
36.9375,-122.229164,0.003940001
36.9375,-122.1875,0.004615009
36.9375,-122.14583,0.0053550005
36.9375,-122.104164,0.0062700063
36.9375,-122.0625,0.008455008
36.9375,-122.02083,0.010169998
36.9375,-121.979164,0.0112700015
36.9375,-121.9375,0.012115002
36.9375,-121.89583,0.012895003
36.895832,-123.5625,0.0016200095
36.895832,-123.52083,0.0016500056
36.895832,-123.479164,0.0016700029
36.895832,-123.4375,0.0016800016
36.895832,-123.39583,0.0016700029
36.895832,-123.354164,0.0016600043
36.895832,-123.3125,0.0017450005
36.895832,-123.27083,0.0018600076
36.895832,-123.229164,0.001970008
36.895832,-123.1875,0.0019500107
36.895832,-123.14583,0.0018550009
36.895832,-123.104164,0.0018050075
36.895832,-123.0625,0.0018099993
36.895832,-123.02083,0.0018700063
36.895832,-122.979164,0.001910001
36.895832,-122.9375,0.0019550025
36.895832,-122.89583,0.002120003
36.895832,-122.854164,0.0022400022
36.895832,-122.8125,0.002275005
36.895832,-122.77083,0.0022650063
36.895832,-122.729164,0.0022400022
36.895832,-122.6875,0.002185002
36.895832,-122.64583,0.0021450073
36.895832,-122.604164,0.0021300018
36.895832,-122.5625,0.0021599978
36.895832,-122.52083,0.0022000074
36.895832,-122.479164,0.0022249967
36.895832,-122.4375,0.002245009
36.895832,-122.39583,0.0023000091
36.895832,-122.354164,0.002609998
36.895832,-122.3125,0.0027250051
36.895832,-122.27083,0.0030850023
36.895832,-122.229164,0.0035749972
36.895832,-122.1875,0.004124999
36.895832,-122.14583,0.0046000034
36.895832,-122.104164,0.0049249977
36.895832,-122.0625,0.005275011
36.895832,-122.02083,0.0059000105
36.895832,-121.979164,0.0068349987
36.895832,-121.9375,0.008084998
36.895832,-121.89583,0.009645
36.895832,-121.854164,0.010090008
36.895832,-121.8125,0.006515011
36.854164,-123.5625,0.0017200112
36.854164,-123.52083,0.0017649978
36.854164,-123.479164,0.0017150044
36.854164,-123.4375,0.0016900003
36.854164,-123.39583,0.0016850084
36.854164,-123.354164,0.001699999
36.854164,-123.3125,0.0017350018
36.854164,-123.27083,0.0018299967
36.854164,-123.229164,0.0019250065
36.854164,-123.1875,0.0018950105
36.854164,-123.14583,0.0018350035
36.854164,-123.104164,0.0019199997
36.854164,-123.0625,0.0019199997
36.854164,-123.02083,0.0019050092
36.854164,-122.979164,0.0019450039
36.854164,-122.9375,0.00203
36.854164,-122.89583,0.0021499991
36.854164,-122.854164,0.0022500008
36.854164,-122.8125,0.0022799969
36.854164,-122.77083,0.0022850037
36.854164,-122.729164,0.0022550076
36.854164,-122.6875,0.00218001
36.854164,-122.64583,0.0021400005
36.854164,-122.604164,0.0021400005
36.854164,-122.5625,0.0021950006
36.854164,-122.52083,0.0022500008
36.854164,-122.479164,0.0022049993
36.854164,-122.4375,0.002185002
36.854164,-122.39583,0.0023550093
36.854164,-122.354164,0.0024400055
36.854164,-122.3125,0.0025200099
36.854164,-122.27083,0.0027450025
36.854164,-122.229164,0.0033550113
36.854164,-122.1875,0.0037849993
36.854164,-122.14583,0.0039950013
36.854164,-122.104164,0.00415501
36.854164,-122.0625,0.004615009
36.854164,-122.02083,0.0051100105
36.854164,-121.979164,0.0057100058
36.854164,-121.9375,0.0063849986
36.854164,-121.89583,0.0071749985
36.854164,-121.854164,0.008505002
36.854164,-121.8125,0.0078050047
36.854164,-121.77083,0.0036500096
36.8125,-123.604164,0.0018150061
36.8125,-123.5625,0.001760006
36.8125,-123.52083,0.0017150044
36.8125,-123.479164,0.0016900003
36.8125,-123.4375,0.001699999
36.8125,-123.39583,0.0017649978
36.8125,-123.354164,0.0017250031
36.8125,-123.3125,0.0017649978
36.8125,-123.27083,0.0018450022
36.8125,-123.229164,0.0019150078
36.8125,-123.1875,0.0019199997
36.8125,-123.14583,0.0018900037
36.8125,-123.104164,0.0019650012
36.8125,-123.0625,0.0019250065
36.8125,-123.02083,0.0018749982
36.8125,-122.979164,0.0019299984
36.8125,-122.9375,0.0019500107
36.8125,-122.89583,0.0020150095
36.8125,-122.854164,0.0021000057
36.8125,-122.8125,0.0021750033
36.8125,-122.77083,0.0022000074
36.8125,-122.729164,0.0021950006
36.8125,-122.6875,0.00212501
36.8125,-122.64583,0.0021150112
36.8125,-122.604164,0.0021400005
36.8125,-122.5625,0.0021750033
36.8125,-122.52083,0.002245009
36.8125,-122.479164,0.0022350103
36.8125,-122.4375,0.0022350103
36.8125,-122.39583,0.002245009
36.8125,-122.354164,0.002275005
36.8125,-122.3125,0.0023600012
36.8125,-122.27083,0.0026850104
36.8125,-122.229164,0.00297001
36.8125,-122.1875,0.003185004
36.8125,-122.14583,0.003279999
36.8125,-122.104164,0.0033550113
36.8125,-122.0625,0.0035400093
36.8125,-122.02083,0.0035950094
36.8125,-121.979164,0.0038100034
36.8125,-121.9375,0.004525006
36.8125,-121.89583,0.0064450055
36.8125,-121.854164,0.008084998
36.8125,-121.8125,0.008955002
36.8125,-121.77083,0.0071800053
36.770832,-123.604164,0.001760006
36.770832,-123.5625,0.0017400086
36.770832,-123.52083,0.0017350018
36.770832,-123.479164,0.0017500073
36.770832,-123.4375,0.0017450005
36.770832,-123.39583,0.0017649978
36.770832,-123.354164,0.0018250048
36.770832,-123.3125,0.0018849969
36.770832,-123.27083,0.0019199997
36.770832,-123.229164,0.0019150078
36.770832,-123.1875,0.0018099993
36.770832,-123.14583,0.0017800033
36.770832,-123.104164,0.0018000007
36.770832,-123.0625,0.0018550009
36.770832,-123.02083,0.0018400103
36.770832,-122.979164,0.0018849969
36.770832,-122.9375,0.0019250065
36.770832,-122.89583,0.001975
36.770832,-122.854164,0.002060011
36.770832,-122.8125,0.002185002
36.770832,-122.77083,0.0022000074
36.770832,-122.729164,0.0021750033
36.770832,-122.6875,0.0021499991
36.770832,-122.64583,0.0021499991
36.770832,-122.604164,0.0021300018
36.770832,-122.5625,0.00218001
36.770832,-122.52083,0.0022200048
36.770832,-122.479164,0.002245009
36.770832,-122.4375,0.002245009
36.770832,-122.39583,0.0023100078
36.770832,-122.354164,0.0023000091
36.770832,-122.3125,0.0023550093
36.770832,-122.27083,0.0025200099
36.770832,-122.229164,0.0027849972
36.770832,-122.1875,0.0031599998
36.770832,-122.14583,0.0031500012
36.770832,-122.104164,0.0030850023
36.770832,-122.0625,0.0030599982
36.770832,-122.02083,0.0031599998
