lat,lon,Rrs_531
-13.520837,-174.89583,0.0032860003
-13.520837,-174.85417,0.0029080026
-13.520837,-174.8125,0.0030540004
-13.520837,-174.77083,0.0031899996
-13.520837,-174.72917,0.0032560006
-13.520837,-174.6875,0.0033960007
-13.520837,-174.5625,0.0028799996
-13.520837,-174.52083,0.0028980002
-13.520837,-174.47917,0.0029579997
-13.520837,-174.39583,0.002278
-13.520837,-174.35417,0.0022880025
-13.520837,-174.3125,0.0023600012
-13.520837,-174.27083,0.0024740025
-13.520837,-174.22917,0.0026100017
-13.520837,-174.1875,0.002592001
-13.520837,-174.14583,0.0025160015
-13.520837,-174.10417,0.0024640001
-13.520837,-174.0625,0.0024759993
-13.520837,-174.02083,0.0024599992
-13.520837,-173.97917,0.0025280006
-13.520837,-173.9375,0.0030179992
-13.520837,-173.89583,0.0027440004
-13.562503,-177.0625,0.0028939992
-13.562503,-177.02083,0.002696
-13.562503,-176.97917,0.0030780025
-13.562503,-176.9375,0.002753999
-13.562503,-176.89583,0.002629999
-13.562503,-176.85417,0.0025980026
-13.562503,-176.8125,0.0024400018
-13.562503,-176.77083,0.0028220005
-13.562503,-176.72917,0.002534002
-13.562503,-176.6875,0.0023500025
-13.562503,-176.64583,0.0023800023
-13.562503,-176.60417,0.0027900003
-13.562503,-176.5625,0.0030220002
-13.562503,-176.52083,0.0028799996
-13.562503,-176.47917,0.0024640001
-13.562503,-176.4375,0.0023420006
-13.562503,-176.39583,0.0023839995
-13.562503,-176.35417,0.0024779998
-13.562503,-176.3125,0.0024660006
-13.562503,-176.27083,0.0024619997
-13.562503,-176.22917,0.0024640001
-13.562503,-176.1875,0.0024700016
-13.562503,-176.14583,0.002472002
-13.562503,-176.10417,0.0024599992
-13.562503,-176.0625,0.0024360009
-13.562503,-176.02083,0.002456002
-13.562503,-175.97917,0.0024459995
-13.562503,-175.9375,0.0023140013
-13.562503,-175.89583,0.0022520013
-13.562503,-175.85417,0.0022640005
-13.562503,-175.8125,0.002390001
-13.562503,-175.77083,0.0024020001
-13.562503,-175.72917,0.0024180003
-13.562503,-175.6875,0.0024240017
-13.562503,-175.64583,0.002468001
-13.562503,-175.60417,0.0023839995
-13.562503,-175.5625,0.00251
-13.562503,-175.52083,0.0026459992
-13.562503,-175.47917,0.0026200004
-13.562503,-175.4375,0.0025839992
-13.562503,-175.39583,0.0024700016
-13.562503,-175.35417,0.0021059997
-13.562503,-175.3125,0.0022840016
-13.562503,-175.27083,0.0023120008
-13.562503,-175.22917,0.0029960014
-13.562503,-175.1875,0.0029960014
-13.562503,-175.14583,0.0024340004
-13.562503,-175.10417,0.0024159998
-13.562503,-175.0625,0.0025020018
-13.562503,-175.02083,0.002634
-13.562503,-174.97917,0.0027340017
-13.562503,-174.9375,0.002634
-13.562503,-174.89583,0.0025940016
-13.562503,-174.85417,0.002704002
-13.562503,-174.8125,0.0029820018
-13.562503,-174.77083,0.0031500012
-13.562503,-174.72917,0.0032140017
-13.562503,-174.6875,0.0033880025
-13.562503,-174.64583,0.0035619996
-13.562503,-174.5625,0.0027140006
-13.562503,-174.52083,0.0026260018
-13.562503,-174.47917,0.002456002
-13.562503,-174.4375,0.0023780018
-13.562503,-174.39583,0.0025480017
-13.562503,-174.35417,0.0026700012
-13.562503,-174.3125,0.0023300014
-13.562503,-174.27083,0.0022560023
-13.562503,-174.22917,0.002386
-13.562503,-174.1875,0.002505999
-13.562503,-174.14583,0.0025460012
-13.562503,-174.10417,0.0023420006
-13.562503,-174.0625,0.0023920015
-13.562503,-174.02083,0.0025399998
-13.562503,-173.97917,0.0029080026
-13.562503,-173.9375,0.002928
-13.562503,-173.89583,0.0028380007
-13.562503,-173.85417,0.0025999993
-13.562503,-173.8125,0.0026319996
-13.562503,-173.77083,0.0026319996
-13.562503,-173.72917,0.0026820004
-13.562503,-173.6875,0.0024740025
-13.60417,-177.22917,0.0025900006
-13.60417,-177.1875,0.002580002
-13.60417,-177.14583,0.0027060024
-13.60417,-177.10417,0.0027980022
-13.60417,-177.0625,0.0029460005
-13.60417,-177.02083,0.0028120019
-13.60417,-176.97917,0.0028680004
-13.60417,-176.9375,0.002877999
-13.60417,-176.89583,0.0027099997
-13.60417,-176.85417,0.0027600005
-13.60417,-176.8125,0.0025859997
-13.60417,-176.77083,0.0029360019
-13.60417,-176.72917,0.0027559996
-13.60417,-176.6875,0.0024139993
-13.60417,-176.64583,0.0023040026
-13.60417,-176.60417,0.0023059994
-13.60417,-176.5625,0.0024080016
-13.60417,-176.52083,0.0024640001
-13.60417,-176.47917,0.0024139993
-13.60417,-176.4375,0.0023519993
-13.60417,-176.39583,0.0024660006
-13.60417,-176.35417,0.00268
-13.60417,-176.3125,0.002758
-13.60417,-176.27083,0.0026939996
-13.60417,-176.22917,0.0026100017
-13.60417,-176.1875,0.0025859997
-13.60417,-176.14583,0.002592001
-13.60417,-176.10417,0.0025980026
-13.60417,-176.0625,0.0025440007
-13.60417,-176.02083,0.0025500022
-13.60417,-175.97917,0.0024960004
-13.60417,-175.9375,0.0022840016
-13.60417,-175.89583,0.0022420026
-13.60417,-175.85417,0.0023180023
-13.60417,-175.8125,0.0023800023
-13.60417,-175.77083,0.002390001
-13.60417,-175.72917,0.002344001
-13.60417,-175.6875,0.0022380017
-13.60417,-175.64583,0.002319999
-13.60417,-175.60417,0.0021679997
-13.60417,-175.5625,0.0024200007
-13.60417,-175.52083,0.0023620017
-13.60417,-175.47917,0.0024299994
-13.60417,-175.4375,0.0024260022
-13.60417,-175.39583,0.0023079999
-13.60417,-175.35417,0.0022640005
-13.60417,-175.3125,0.002386
-13.60417,-175.27083,0.0038460009
-13.60417,-175.22917,0.0028460026
-13.60417,-175.1875,0.002592001
-13.60417,-175.14583,0.0024919994
-13.60417,-175.10417,0.002332002
-13.60417,-175.0625,0.002319999
-13.60417,-175.02083,0.002328001
-13.60417,-174.97917,0.0024080016
-13.60417,-174.9375,0.0023880005
-13.60417,-174.89583,0.002514001
-13.60417,-174.85417,0.0027140006
-13.60417,-174.8125,0.0029620007
-13.60417,-174.77083,0.003006
-13.60417,-174.72917,0.0030639991
-13.60417,-174.6875,0.0035540015
-13.60417,-174.64583,0.003258001
-13.60417,-174.60417,0.0024900027
-13.60417,-174.5625,0.002472002
-13.60417,-174.52083,0.002432
-13.60417,-174.47917,0.002332002
-13.60417,-174.4375,0.0022139996
-13.60417,-174.39583,0.002348002
-13.60417,-174.35417,0.0024700016
-13.60417,-174.3125,0.002534002
-13.60417,-174.27083,0.0025379993
-13.60417,-174.22917,0.0025379993
-13.60417,-174.1875,0.0025500022
-13.60417,-174.14583,0.0024779998
-13.60417,-174.10417,0.0024800003
-13.60417,-174.0625,0.0025239997
-13.60417,-174.02083,0.0023979992
-13.60417,-173.97917,0.002746001
-13.60417,-173.9375,0.0024840012
-13.60417,-173.89583,0.0025940016
-13.60417,-173.85417,0.0026220009
-13.60417,-173.8125,0.0027079992
-13.60417,-173.77083,0.0026560016
-13.60417,-173.72917,0.0026680008
-13.60417,-173.6875,0.0026779994
-13.60417,-173.64583,0.0026600026
-13.60417,-173.60417,0.0027280003
-13.60417,-173.5625,0.0027640015
-13.60417,-173.52083,0.0025880001
-13.645837,-177.39583,0.0023960024
-13.645837,-177.35417,0.0027440004
-13.645837,-177.3125,0.0027320012
-13.645837,-177.27083,0.0027960017
-13.645837,-177.22917,0.0026860014
-13.645837,-177.1875,0.0025999993
-13.645837,-177.14583,0.0026820004
-13.645837,-177.10417,0.0027180016
-13.645837,-177.0625,0.0027980022
-13.645837,-177.02083,0.0026840009
-13.645837,-176.97917,0.002700001
-13.645837,-176.9375,0.002700001
-13.645837,-176.89583,0.0027500018
-13.645837,-176.85417,0.002844002
-13.645837,-176.8125,0.0027280003
-13.645837,-176.77083,0.0027640015
-13.645837,-176.72917,0.0028400011
-13.645837,-176.6875,0.0026560016
-13.645837,-176.64583,0.002386
-13.645837,-176.60417,0.0022759996
-13.645837,-176.5625,0.0023100004
-13.645837,-176.52083,0.0023260005
-13.645837,-176.47917,0.002282001
-13.645837,-176.4375,0.0028060004
-13.645837,-176.39583,0.0034800023
-13.645837,-176.35417,0.0025660023
-13.645837,-176.3125,0.0026060008
-13.645837,-176.27083,0.0026080012
-13.645837,-176.22917,0.002556
-13.645837,-176.1875,0.002332002
-13.645837,-176.14583,0.0024540015
-13.645837,-176.10417,0.0025120005
-13.645837,-176.0625,0.0025440007
-13.645837,-176.02083,0.0025880001
-13.645837,-175.97917,0.0025320016
-13.645837,-175.9375,0.002468001
-13.645837,-175.89583,0.0022940002
-13.645837,-175.85417,0.0023679994
-13.645837,-175.8125,0.002381999
-13.645837,-175.77083,0.0023120008
-13.645837,-175.72917,0.002344001
-13.645837,-175.6875,0.0023920015
-13.645837,-175.64583,0.002328001
-13.645837,-175.60417,0.0021760017
-13.645837,-175.5625,0.0025980026
-13.645837,-175.52083,0.0024139993
-13.645837,-175.47917,0.0025859997
-13.645837,-175.4375,0.0024740025
-13.645837,-175.39583,0.0024040006
-13.645837,-175.35417,0.0023539998
-13.645837,-175.3125,0.0024360009
-13.645837,-175.27083,0.002618
-13.645837,-175.22917,0.0024980009
-13.645837,-175.1875,0.002468001
-13.645837,-175.14583,0.0026100017
-13.645837,-175.10417,0.0026319996
-13.645837,-175.0625,0.0024840012
-13.645837,-175.02083,0.0023560002
-13.645837,-174.97917,0.0023059994
-13.645837,-174.9375,0.0025520027
-13.645837,-174.89583,0.00251
-13.645837,-174.85417,0.0021839999
-13.645837,-174.8125,0.0023640022
-13.645837,-174.77083,0.002580002
-13.645837,-174.72917,0.0026200004
-13.645837,-174.6875,0.0025980026
-13.645837,-174.64583,0.0022540018
-13.645837,-174.60417,0.0021499991
-13.645837,-174.5625,0.002076
-13.645837,-174.52083,0.0020119995
-13.645837,-174.47917,0.0020739995
-13.645837,-174.4375,0.0020560026
-13.645837,-174.39583,0.002158001
-13.645837,-174.35417,0.0022279993
-13.645837,-174.3125,0.002348002
-13.645837,-174.27083,0.0025280006
-13.645837,-174.22917,0.0024580024
-13.645837,-174.1875,0.002328001
-13.645837,-174.14583,0.0025160015
-13.645837,-174.10417,0.0025160015
-13.645837,-174.0625,0.0025160015
-13.645837,-174.02083,0.002381999
-13.645837,-173.97917,0.0023679994
-13.645837,-173.9375,0.0022060014
-13.645837,-173.89583,0.002782002
-13.645837,-173.85417,0.0026760027
-13.645837,-173.8125,0.0025500022
-13.645837,-173.77083,0.0025460012
-13.645837,-173.72917,0.0025500022
-13.645837,-173.6875,0.0025239997
-13.645837,-173.64583,0.0026820004
-13.645837,-173.60417,0.0027280003
-13.645837,-173.5625,0.0028639995
-13.645837,-173.52083,0.0027259998
-13.645837,-173.47917,0.0026140027
-13.645837,-173.4375,0.0025640018
-13.645837,-173.39583,0.002642002
-13.645837,-173.35417,0.0025640018
-13.687503,-177.5625,0.0025079995
-13.687503,-177.52083,0.0024660006
-13.687503,-177.4375,0.0024360009
-13.687503,-177.39583,0.0024919994
-13.687503,-177.35417,0.002808001
-13.687503,-177.3125,0.0029240027
-13.687503,-177.27083,0.0029739998
-13.687503,-177.22917,0.0029360019
-13.687503,-177.1875,0.002618
-13.687503,-177.14583,0.0025640018
-13.687503,-177.10417,0.0025999993
-13.687503,-177.0625,0.0026900023
-13.687503,-177.02083,0.00268
-13.687503,-176.97917,0.0026560016
-13.687503,-176.9375,0.0027340017
-13.687503,-176.89583,0.0028620027
-13.687503,-176.85417,0.0027559996
-13.687503,-176.8125,0.0027060024
-13.687503,-176.77083,0.0028920025
-13.687503,-176.72917,0.0029380023
-13.687503,-176.6875,0.0027140006
-13.687503,-176.64583,0.0026700012
-13.687503,-176.60417,0.0027640015
-13.687503,-176.5625,0.002766002
-13.687503,-176.52083,0.0026479997
-13.687503,-176.47917,0.0025079995
-13.687503,-176.4375,0.0028400011
-13.687503,-176.39583,0.0029380023
-13.687503,-176.35417,0.0031980015
-13.687503,-176.3125,0.0033980012
-13.687503,-176.27083,0.0032300018
-13.687503,-176.14583,0.0023979992
-13.687503,-176.10417,0.002472002
-13.687503,-176.0625,0.0025320016
-13.687503,-176.02083,0.0026040003
-13.687503,-175.97917,0.0026820004
-13.687503,-175.9375,0.0024919994
-13.687503,-175.89583,0.0024139993
-13.687503,-175.85417,0.0023960024
-13.687503,-175.8125,0.0023560002
-13.687503,-175.77083,0.0024660006
-13.687503,-175.72917,0.002386
-13.687503,-175.6875,0.0023300014
-13.687503,-175.64583,0.0023560002
-13.687503,-175.60417,0.0023720004
-13.687503,-175.5625,0.0023760013
-13.687503,-175.52083,0.0025160015
-13.687503,-175.47917,0.0025020018
-13.687503,-175.4375,0.0025520027
-13.687503,-175.39583,0.0024380013
-13.687503,-175.35417,0.0024420023
-13.687503,-175.3125,0.0024500005
-13.687503,-175.27083,0.0024660006
-13.687503,-175.22917,0.0024240017
-13.687503,-175.1875,0.0024220012
-13.687503,-175.14583,0.0025360025
-13.687503,-175.10417,0.0024960004
-13.687503,-175.0625,0.0024820007
-13.687503,-175.02083,0.00251
-13.687503,-174.97917,0.002518002
-13.687503,-174.9375,0.0026939996
-13.687503,-174.89583,0.0026240014
-13.687503,-174.85417,0.0021219999
-13.687503,-174.8125,0.0023660026
-13.687503,-174.77083,0.0024960004
-13.687503,-174.72917,0.0025900006
-13.687503,-174.6875,0.0024820007
-13.687503,-174.64583,0.0022380017
-13.687503,-174.60417,0.0023420006
-13.687503,-174.5625,0.0024640001
-13.687503,-174.52083,0.0021920018
-13.687503,-174.47917,0.0022520013
-13.687503,-174.4375,0.0024180003
-13.687503,-174.39583,0.0021679997
-13.687503,-174.35417,0.0029240027
-13.687503,-174.3125,0.0028120019
-13.687503,-174.27083,0.0022520013
-13.687503,-174.22917,0.0024220012
-13.687503,-174.1875,0.0023660026
-13.687503,-174.0625,0.002381999
-13.687503,-174.02083,0.0027640015
-13.687503,-173.97917,0.0025859997
-13.687503,-173.9375,0.0023580007
-13.687503,-173.89583,0.002282001
-13.687503,-173.85417,0.0026479997
-13.687503,-173.8125,0.002720002
-13.687503,-173.77083,0.002742
-13.687503,-173.72917,0.0028420016
-13.687503,-173.6875,0.002762001
-13.687503,-173.64583,0.002720002
-13.687503,-173.60417,0.002866
-13.687503,-173.5625,0.0027699992
-13.687503,-173.52083,0.0026260018
-13.687503,-173.47917,0.0025839992
-13.687503,-173.4375,0.0026700012
-13.687503,-173.39583,0.002618
-13.687503,-173.35417,0.0024900027
-13.687503,-173.3125,0.0024840012
-13.687503,-173.27083,0.0024660006
-13.687503,-173.22917,0.0025079995
-13.687503,-173.1875,0.0026240014
-13.72917,-177.6875,0.0026140027
-13.72917,-177.64583,0.0026140027
-13.72917,-177.60417,0.0025699995
-13.72917,-177.5625,0.0025420003
-13.72917,-177.52083,0.002572
-13.72917,-177.47917,0.0024280027
-13.72917,-177.4375,0.0024800003
-13.72917,-177.39583,0.0028000027
-13.72917,-177.35417,0.003242001
-13.72917,-177.3125,0.0029160008
-13.72917,-177.27083,0.0028959997
-13.72917,-177.22917,0.0027180016
-13.72917,-177.1875,0.002746001
-13.72917,-177.14583,0.0027239993
-13.72917,-177.10417,0.002824001
-13.72917,-177.0625,0.0025839992
-13.72917,-177.02083,0.0027399994
-13.72917,-176.97917,0.002746001
-13.72917,-176.9375,0.002746001
-13.72917,-176.89583,0.0028720014
-13.72917,-176.85417,0.002844002
-13.72917,-176.8125,0.0026980005
-13.72917,-176.77083,0.0029140003
-13.72917,-176.72917,0.0030580014
-13.72917,-176.6875,0.0026080012
-13.72917,-176.64583,0.002518002
-13.72917,-176.60417,0.002514001
-13.72917,-176.5625,0.0032359995
-13.72917,-176.52083,0.0029579997
-13.72917,-176.47917,0.0029780008
-13.72917,-176.4375,0.0030320026
-13.72917,-176.39583,0.0031040013
-13.72917,-176.35417,0.0031579994
-13.72917,-176.3125,0.0033060014
-13.72917,-176.27083,0.0034780018
-13.72917,-176.22917,0.0033640005
-13.72917,-176.1875,0.0025780015
-13.72917,-176.14583,0.0025780015
-13.72917,-176.10417,0.0026740022
-13.72917,-176.0625,0.0027280003
-13.72917,-176.02083,0.0029119998
-13.72917,-175.97917,0.002634
-13.72917,-175.9375,0.0023580007
-13.72917,-175.89583,0.002344001
-13.72917,-175.85417,0.0024120025
-13.72917,-175.8125,0.0025260001
-13.72917,-175.77083,0.0024400018
-13.72917,-175.72917,0.0025239997
-13.72917,-175.6875,0.0024180003
-13.72917,-175.64583,0.0025940016
-13.72917,-175.60417,0.0026120022
-13.72917,-175.5625,0.0023059994
-13.72917,-175.52083,0.0024700016
-13.72917,-175.47917,0.0024640001
-13.72917,-175.4375,0.0024919994
-13.72917,-175.39583,0.0024860017
-13.72917,-175.35417,0.0024759993
-13.72917,-175.3125,0.0023979992
-13.72917,-175.27083,0.002514001
-13.72917,-175.22917,0.0025520027
-13.72917,-175.1875,0.0023960024
-13.72917,-175.14583,0.0025379993
-13.72917,-175.10417,0.0029700026
-13.72917,-175.0625,0.00299
-13.72917,-175.02083,0.0028000027
-13.72917,-174.97917,0.0025480017
-13.72917,-174.9375,0.002282001
-13.72917,-174.89583,0.002278
-13.72917,-174.85417,0.0032600015
-13.72917,-174.8125,0.0031599998
-13.72917,-174.77083,0.002928
-13.72917,-174.72917,0.002742
-13.72917,-174.6875,0.0026639998
-13.72917,-174.64583,0.0025020018
-13.72917,-174.60417,0.0025780015
-13.72917,-174.5625,0.0027800016
-13.72917,-174.52083,0.0022759996
-13.72917,-174.47917,0.0022340007
-13.72917,-174.4375,0.0022840016
-13.72917,-174.39583,0.002270002
-13.72917,-174.35417,0.0027900003
-13.72917,-174.3125,0.0021059997
-13.72917,-174.27083,0.0021039993
-13.72917,-174.22917,0.0021700002
-13.72917,-174.1875,0.002286002
-13.72917,-174.14583,0.002286002
-13.72917,-174.0625,0.002386
-13.72917,-174.02083,0.002386
-13.72917,-173.97917,0.0022060014
-13.72917,-173.9375,0.002494
-13.72917,-173.89583,0.0025260001
-13.72917,-173.85417,0.0024779998
-13.72917,-173.8125,0.0026159994
-13.72917,-173.77083,0.002704002
-13.72917,-173.72917,0.0027940013
-13.72917,-173.6875,0.0025780015
-13.72917,-173.64583,0.00251
-13.72917,-173.60417,0.0027079992
-13.72917,-173.5625,0.0028959997
-13.72917,-173.52083,0.002890002
-13.72917,-173.47917,0.0027980022
-13.72917,-173.4375,0.0027760006
-13.72917,-173.39583,0.0026900023
-13.72917,-173.35417,0.0024299994
-13.72917,-173.3125,0.0025780015
-13.72917,-173.27083,0.002704002
-13.72917,-173.22917,0.002642002
-13.72917,-173.1875,0.0027259998
-13.72917,-173.14583,0.0029099993
-13.72917,-173.10417,0.0027719997
-13.72917,-173.0625,0.0025880001
-13.770837,-177.8125,0.0029020011
-13.770837,-177.77083,0.0023780018
-13.770837,-177.72917,0.0023539998
-13.770837,-177.6875,0.0023000017
-13.770837,-177.64583,0.0023780018
-13.770837,-177.60417,0.0026220009
-13.770837,-177.5625,0.002658002
-13.770837,-177.52083,0.0026680008
-13.770837,-177.47917,0.0025980026
-13.770837,-177.4375,0.0023640022
-13.770837,-177.39583,0.002432
-13.770837,-177.35417,0.0029200017
-13.770837,-177.3125,0.0025740005
-13.770837,-177.27083,0.0028980002
-13.770837,-177.22917,0.002870001
-13.770837,-177.1875,0.0025999993
-13.770837,-177.14583,0.0021740012
-13.770837,-177.0625,0.0023920015
-13.770837,-177.02083,0.0022840016
-13.770837,-176.97917,0.0026060008
-13.770837,-176.9375,0.0026720017
-13.770837,-176.89583,0.0027699992
-13.770837,-176.85417,0.0028300025
-13.770837,-176.8125,0.0027559996
-13.770837,-176.77083,0.0027640015
-13.770837,-176.72917,0.0026500002
-13.770837,-176.6875,0.0024299994
-13.770837,-176.64583,0.0023420006
-13.770837,-176.52083,0.003068
-13.770837,-176.47917,0.0029600002
-13.770837,-176.4375,0.0029360019
-13.770837,-176.39583,0.0028460026
-13.770837,-176.35417,0.0029300004
-13.770837,-176.3125,0.0031400025
-13.770837,-176.27083,0.0030979998
-13.770837,-176.22917,0.0023740008
-13.770837,-176.1875,0.002332002
-13.770837,-176.14583,0.0023780018
-13.770837,-176.0625,0.002257999
-13.770837,-176.02083,0.0024200007
-13.770837,-175.97917,0.0025580004
-13.770837,-175.9375,0.0024299994
-13.770837,-175.89583,0.002406001
-13.770837,-175.85417,0.002456002
-13.770837,-175.8125,0.0023880005
-13.770837,-175.77083,0.0023920015
-13.770837,-175.72917,0.0023640022
-13.770837,-175.6875,0.0024840012
-13.770837,-175.64583,0.0024800003
-13.770837,-175.60417,0.0026900023
-13.770837,-175.5625,0.0022720024
-13.770837,-175.52083,0.0022880025
-13.770837,-175.47917,0.002262
-13.770837,-175.4375,0.002468001
-13.770837,-175.39583,0.0026159994
-13.770837,-175.35417,0.0025859997
-13.770837,-175.3125,0.0026100017
-13.770837,-175.27083,0.0025500022
-13.770837,-175.22917,0.0024919994
-13.770837,-175.1875,0.0026680008
-13.770837,-175.14583,0.0027300008
-13.770837,-175.10417,0.0028600022
-13.770837,-175.0625,0.0029660016
-13.770837,-175.02083,0.0024280027
-13.770837,-174.97917,0.002556
